ts,x
2026-01-01 00:00:00+00:00,0.07450712295168489
2026-01-01 00:00:01+00:00,-0.020608743970871556
2026-01-01 00:00:02+00:00,0.09741508309979384
2026-01-01 00:00:03+00:00,0.22884718197593296
2026-01-01 00:00:04+00:00,-0.03459940163849898
2026-01-01 00:00:05+00:00,-0.03446603801679263
2026-01-01 00:00:06+00:00,0.23766732868266469
2026-01-01 00:00:07+00:00,0.11603151641093008
2026-01-01 00:00:08+00:00,-0.06937395034526722
2026-01-01 00:00:09+00:00,0.08256211439047395
2026-01-01 00:00:10+00:00,-0.0682036459859867
2026-01-01 00:00:11+00:00,-0.06841955526557492
2026-01-01 00:00:12+00:00,0.03786514806480524
2026-01-01 00:00:13+00:00,-0.2852903301078995
2026-01-01 00:00:14+00:00,-0.25690506934930313
2026-01-01 00:00:15+00:00,-0.08237962527052275
2026-01-01 00:00:16+00:00,-0.1498302657204012
2026-01-01 00:00:17+00:00,0.049362400034438765
2026-01-01 00:00:18+00:00,-0.13384741379132414
2026-01-01 00:00:19+00:00,-0.20935846072032357
2026-01-01 00:00:20+00:00,0.22246530628779726
2026-01-01 00:00:21+00:00,-0.03111755815226222
2026-01-01 00:00:22+00:00,0.013009013071699278
2026-01-01 00:00:23+00:00,-0.21070155066399784
2026-01-01 00:00:24+00:00,-0.07851583708445047
2026-01-01 00:00:25+00:00,0.01991085377898836
2026-01-01 00:00:26+00:00,-0.16924567818570108
2026-01-01 00:00:27+00:00,0.05988895363666462
2026-01-01 00:00:28+00:00,-0.08643066081872448
2026-01-01 00:00:29+00:00,-0.039958028713420406
2026-01-01 00:00:30+00:00,-0.08632906771509155
2026-01-01 00:00:31+00:00,0.28189954141175727
2026-01-01 00:00:32+00:00,0.002164118868256859
2026-01-01 00:00:33+00:00,-0.1543370487183961
2026-01-01 00:00:34+00:00,0.1278322146641012
2026-01-01 00:00:35+00:00,-0.17854518327072438
2026-01-01 00:00:36+00:00,0.0360417889797011
2026-01-01 00:00:37+00:00,-0.2891073842460863
2026-01-01 00:00:38+00:00,-0.19425388931407803
2026-01-01 00:00:39+00:00,0.03463408613885679
2026-01-01 00:00:40+00:00,0.11600576952367803
2026-01-01 00:00:41+00:00,0.031071905471898073
2026-01-01 00:00:42+00:00,-0.011849699317558127
2026-01-01 00:00:43+00:00,-0.03953713259711874
2026-01-01 00:00:44+00:00,-0.21601899918483974
2026-01-01 00:00:45+00:00,-0.10208645535644686
2026-01-01 00:00:46+00:00,-0.06307476433015591
2026-01-01 00:00:47+00:00,0.1647202595113526
2026-01-01 00:00:48+00:00,0.05782554210722065
2026-01-01 00:00:49+00:00,-0.25804235273520637
2026-01-01 00:00:50+00:00,0.055157136654574654
2026-01-01 00:00:51+00:00,-0.05108693138695751
2026-01-01 00:00:52+00:00,-0.09473202121120265
2026-01-01 00:00:53+00:00,0.0986885890241731
2026-01-01 00:00:54+00:00,0.16171793961502215
2026-01-01 00:00:55+00:00,0.14689089330496513
2026-01-01 00:00:56+00:00,-0.11855289021955055
2026-01-01 00:00:57+00:00,-0.03892125668303811
2026-01-01 00:00:58+00:00,0.05728097441555177
2026-01-01 00:00:59+00:00,0.15405408733840395
2026-01-01 00:01:00+00:00,-0.06402296031196497
2026-01-01 00:01:01+00:00,-0.019864815535133938
2026-01-01 00:01:02+00:00,-0.15783536105693746
2026-01-01 00:01:03+00:00,-0.17118525603360105
2026-01-01 00:01:04+00:00,0.13025546190225365
2026-01-01 00:01:05+00:00,0.21194344219855069
2026-01-01 00:01:06+00:00,-0.002163232574053134
2026-01-01 00:01:07+00:00,0.15929906645222455
2026-01-01 00:01:08+00:00,0.06314537996143245
2026-01-01 00:01:09+00:00,-0.08773714424508396
2026-01-01 00:01:10+00:00,0.06337100079396388
2026-01-01 00:01:11+00:00,0.23999798421532315
2026-01-01 00:01:12+00:00,0.0040494308874593965
2026-01-01 00:01:13+00:00,0.24425072084046556
2026-01-01 00:01:14+00:00,-0.38327675924970617
2026-01-01 00:01:15+00:00,0.13310121407149872
2026-01-01 00:01:16+00:00,0.02300372883356013
2026-01-01 00:01:17+00:00,-0.03477360568317549
2026-01-01 00:01:18+00:00,0.023972439737242588
2026-01-01 00:01:19+00:00,-0.2877961895065697
2026-01-01 00:01:20+00:00,-0.022480813033888943
2026-01-01 00:01:21+00:00,0.06416767633329276
2026-01-01 00:01:22+00:00,0.23241571576426356
2026-01-01 00:01:23+00:00,-0.06687810728469977
2026-01-01 00:01:24+00:00,-0.11028080064241998
2026-01-01 00:01:25+00:00,-0.06413950450391763
2026-01-01 00:01:26+00:00,0.14856517981336714
2026-01-01 00:01:27+00:00,0.06069833658848539
2026-01-01 00:01:28+00:00,-0.06794755461176744
2026-01-01 00:01:29+00:00,0.08863739454142221
2026-01-01 00:01:30+00:00,0.02633971338022633
2026-01-01 00:01:31+00:00,0.15720562871912286
2026-01-01 00:01:32+00:00,-0.09326828704857934
2026-01-01 00:01:33+00:00,-0.036978850355045285
2026-01-01 00:01:34+00:00,-0.046514959050746915
2026-01-01 00:01:35+00:00,-0.20709518835832552
2026-01-01 00:01:36+00:00,0.05698088299665188
2026-01-01 00:01:37+00:00,0.05185191744757903
2026-01-01 00:01:38+00:00,0.013591427883851648
2026-01-01 00:01:39+00:00,-0.022232880293545677
2026-01-01 00:01:40+00:00,-0.19921964373613427
2026-01-01 00:01:41+00:00,-0.04988005547611569
2026-01-01 00:01:42+00:00,-0.038059661689406485
2026-01-01 00:01:43+00:00,-0.10686330428395054
2026-01-01 00:01:44+00:00,-0.010583802907060546
2026-01-01 00:01:45+00:00,0.07434744751753838
2026-01-01 00:01:46+00:00,0.29679846671352583
2026-01-01 00:01:47+00:00,0.04018801335248673
2026-01-01 00:01:48+00:00,0.05276465726617066
2026-01-01 00:01:49+00:00,0.0030959658322616667
2026-01-01 00:01:50+00:00,-0.2734220772737475
2026-01-01 00:01:51+00:00,0.010547272787245484
2026-01-01 00:01:52+00:00,0.023689631914005277
2026-01-01 00:01:53+00:00,0.3842721608236787
2026-01-01 00:01:54+00:00,-0.013937560053329301
2026-01-01 00:01:55+00:00,0.060279423886861354
2026-01-01 00:01:56+00:00,0.009971292089149278
2026-01-01 00:01:57+00:00,-0.15999291597963253
2026-01-01 00:01:58+00:00,0.18686294104426687
2026-01-01 00:01:59+00:00,0.128360200034212
2026-01-01 00:02:00+00:00,0.13435576048741146
2026-01-01 00:02:01+00:00,-0.1205764294778098
2026-01-01 00:02:02+00:00,0.22638155267806265
2026-01-01 00:02:03+00:00,-0.19418453912403472
2026-01-01 00:02:04+00:00,0.10425239555803373
2026-01-01 00:02:05+00:00,0.34492288346381567
2026-01-01 00:02:06+00:00,-0.13209520418670412
2026-01-01 00:02:07+00:00,-0.06832871300556699
2026-01-01 00:02:08+00:00,0.03169434988642976
2026-01-01 00:02:09+00:00,-0.058644007494110154
2026-01-01 00:02:10+00:00,-0.21559148174984585
2026-01-01 00:02:11+00:00,0.027423168179568143
2026-01-01 00:02:12+00:00,-0.14207614931470797
2026-01-01 00:02:13+00:00,0.08843895483710115
2026-01-01 00:02:14+00:00,-0.12038286570843865
